Strategy,Final Wallet,Total Perf (%),Sharpe Ratio,Max DD (%),Win Rate (%),N Trades,Avg PnL (%),Max Win (%),Max Loss (%),Total Fees,Avg Exposition,Avg Long Expo,Avg Short Expo,Avg Duration (h)
Baseline (Fixed),3228.337328296108,222.8337328296108,3.1695261274164244,-4.915519674756493,69.30147058823529,2176,1.2034456403918155,12.00171041410804,-9.730426085217049,94.64711223376993,25.63526845361315,15.521995463062142,10.113272990551009,4.6052389705882355
Regime Adaptive,2236.56551174965,123.65655117496499,1.7520519659782388,-14.693147835377749,61.297539149888145,2235,0.7591159746832198,14.742302815695998,-9.730426085217049,79.65567678746035,19.43827080279909,11.998073895963648,7.4401969068354425,4.442953020134228
